Date,000001.SS_Open,000001.SS_High,000001.SS_Low,000001.SS_Close,000001.SS_Volume,BA_Open,BA_High,BA_Low,BA_Close,BA_Volume,BRICS_Views,BRICS_7D_Momentum,BRICS_30D_Shock,CL=F_Open,CL=F_High,CL=F_Low,CL=F_Close,CL=F_Volume,Cyberwarfare_Views,Cyberwarfare_7D_Momentum,Cyberwarfare_30D_Shock,Economic_sanctions_Views,Economic_sanctions_7D_Momentum,Economic_sanctions_30D_Shock,GC=F_Open,GC=F_High,GC=F_Low,GC=F_Close,GC=F_Volume,GD_Open,GD_High,GD_Low,GD_Close,GD_Volume,Inflation_Views,Inflation_7D_Momentum,Inflation_30D_Shock,LMT_Open,LMT_High,LMT_Low,LMT_Close,LMT_Volume,NATO_Views,NATO_7D_Momentum,NATO_30D_Shock,NG=F_Open,NG=F_High,NG=F_Low,NG=F_Close,NG=F_Volume,NOC_Open,NOC_High,NOC_Low,NOC_Close,NOC_Volume,Nuclear_weapon_Views,Nuclear_weapon_7D_Momentum,Nuclear_weapon_30D_Shock,OPEC_Views,OPEC_7D_Momentum,OPEC_30D_Shock,Recession_Views,Recession_7D_Momentum,Recession_30D_Shock,RTX_Open,RTX_High,RTX_Low,RTX_Close,RTX_Volume,Semiconductor_Views,Semiconductor_7D_Momentum,Semiconductor_30D_Shock,South_China_Sea_Views,South_China_Sea_7D_Momentum,South_China_Sea_30D_Shock,Taiwan_Strait_Views,Taiwan_Strait_7D_Momentum,Taiwan_Strait_30D_Shock,United_States_Armed_Forces_Views,United_States_Armed_Forces_7D_Momentum,United_States_Armed_Forces_30D_Shock,URA_Open,URA_High,URA_Low,URA_Close,URA_Volume,Vladimir_Putin_Views,Vladimir_Putin_7D_Momentum,Vladimir_Putin_30D_Shock,World_War_III_Views,World_War_III_7D_Momentum,World_War_III_30D_Shock,Xi_Jinping_Views,Xi_Jinping_7D_Momentum,Xi_Jinping_30D_Shock,ZW=F_Open,ZW=F_High,ZW=F_Low,ZW=F_Close,ZW=F_Volume,^FTSE_Open,^FTSE_High,^FTSE_Low,^FTSE_Close,^FTSE_Volume,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Volume,^N225_Open,^N225_High,^N225_Low,^N225_Close,^N225_Volume
2015-01-16,3343.6028,3400.318,3340.49,3376.495,339900.0,113.48228,114.59306,112.92253,114.38315,4425600.0,0.0,0.0,0.0,46.35,48.87,45.95,48.69,175626.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.1,1279.7,1256.1,1276.9,44.0,108.22717,109.53386,107.69189,109.47089,1681500.1,0.0,0.0,0.0,141.82874,143.96489,141.82874,143.92055,1085600.0,0.0,0.0,0.0,3.191,3.228,3.024,3.127,152323.0,126.79125,127.86582,126.10818,127.72421,1166700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6912,56.21321,54.6767,56.12141,9173615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64873,15.02903,14.59239,14.95861,105800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.75,542.0,531.25,532.75,54200.004,6498.8,6553.2,6443.3,6550.2993,805741900.0,1992.2499,2020.46,1988.12,2019.42,4056410000.0,16812.96,16864.34,16592.57,16864.16,171100000.0
2015-01-19,3189.727,3262.207,3095.066,3116.351,401099.97,113.48228,114.59306,112.92253,114.38315,4425600.0,0.0,0.0,0.0,46.35,48.87,45.95,48.69,175626.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.1,1279.7,1256.1,1276.9,44.0,108.22717,109.53386,107.69189,109.47089,1681500.1,0.0,0.0,0.0,141.82874,143.96489,141.82874,143.92055,1085600.0,0.0,0.0,0.0,3.191,3.228,3.024,3.127,152323.0,126.79125,127.86582,126.10818,127.72421,1166700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6912,56.21321,54.6767,56.12141,9173615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64873,15.02903,14.59239,14.95861,105800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.75,542.0,531.25,532.75,54200.004,6550.2993,6598.9,6548.0,6585.5,537915700.0,1992.2499,2020.46,1988.12,2019.42,4056410000.0,17000.78,17039.8,16911.58,17014.29,128000000.0
2015-01-20,3114.56,3190.245,3100.477,3173.0522,357100.0,114.96915,115.4502,113.2199,114.76799,3143700.0,0.0,0.0,0.0,48.69,48.77,45.89,46.39,438892.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.9,1297.3,1273.8,1294.2,157.0,109.48664,110.11638,107.53448,108.69948,1761500.0,0.0,0.0,0.0,145.3397,145.6058,142.66397,144.68925,857799.94,0.0,0.0,0.0,3.045,3.045,2.821,2.831,169833.0,128.84041,129.10698,126.00821,128.05739,1095700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.32917,56.88482,56.00061,56.7882,8685474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88817,14.93043,14.5783,14.5783,80550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.25,539.75,523.0,537.0,62926.0,6585.5,6640.4,6585.5,6620.0996,677002900.0,2020.76,2028.94,2004.4899,2022.55,3944340000.0,17071.65,17366.3,17066.77,17366.3,132999990.0
2015-01-21,3189.0852,3337.004,3178.343,3323.611,411000.0,114.46186,116.21111,114.19949,115.80878,2898000.0,0.0,0.0,0.0,46.69,48.2,46.55,47.78,340252.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.2,1303.5,1286.7,1293.7,78.0,108.87262,109.6834,108.47904,109.32918,1197900.0,0.0,0.0,0.0,144.1349,145.42842,143.47707,144.50449,966599.94,0.0,0.0,0.0,2.892,3.015,2.867,2.974,163866.0,127.29108,129.26529,126.97454,128.48228,1456000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.70607,57.64344,56.62876,57.51298,11405206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63464,14.77549,14.52196,14.60647,68050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.25,544.5,535.5,536.75,50807.0,6620.0996,6728.0,6620.0996,6728.0,847589600.0,2020.19,2038.29,2012.04,2032.12,3730070000.0,17308.72,17329.03,17181.55,17280.48,136000000.0
2015-01-22,3327.319,3352.384,3293.978,3343.344,353400.0,116.65719,119.13238,116.36857,118.63383,4971300.0,0.0,0.0,0.0,47.35,49.09,45.87,46.31,426829.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.2,1302.1,1283.5,1300.7,131.0,109.74638,111.43091,108.99071,111.15541,1311200.0,0.0,0.0,0.0,145.61319,146.76627,144.34184,146.41887,1307900.0,0.0,0.0,0.0,3.0,3.048,2.766,2.835,169450.0,129.11534,130.9646,128.29066,130.36484,1128700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8657,58.31022,57.38252,58.1991,10428448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56421,14.64872,14.45153,14.45153,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.5,542.5,532.5,533.75,44525.0,6728.0,6808.2,6726.2,6796.6,926018400.0,2034.3,2064.62,2026.38,2063.15,4176050200.0,17306.64,17355.74,17229.21,17329.02,121900000.0
2015-01-23,3357.096,3406.786,3328.2932,3351.764,366200.0,118.5726,118.75626,117.72421,117.7417,3828299.8,0.0,0.0,0.0,46.63,47.76,45.21,45.59,374289.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.8,1299.8,1292.6,1292.6,23.0,111.11604,112.1,110.46269,111.24199,895600.0,0.0,0.0,0.0,146.34499,147.00282,145.57626,145.93845,1313000.0,0.0,0.0,0.0,2.858,2.994,2.855,2.986,99068.0,130.28152,131.03123,129.65677,130.1066,995300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.16043,58.44068,57.94783,57.97199,6830158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.43744,14.45153,14.22616,14.24025,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.75,536.0,526.25,530.0,57432.004,6796.6,6841.7007,6796.6,6832.8,839368300.0,2062.98,2062.98,2050.54,2051.82,3573560000.0,17520.63,17532.06,17460.76,17511.75,132500000.0
2015-01-26,3347.257,3384.798,3321.315,3383.1816,317500.0,118.07405,118.29271,116.78835,117.26066,3900500.0,0.0,0.0,0.0,45.2,46.41,44.35,45.15,310638.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.5,1290.6,1279.4,1279.4,26.0,111.09242,111.09242,109.81721,110.25015,1223300.0,0.0,0.0,0.0,145.05884,145.55406,142.67876,144.63751,1338900.0,0.0,0.0,0.0,2.897,2.955,2.841,2.881,62580.0,130.23984,130.28981,128.61548,129.5651,1089300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89952,57.94301,57.15059,57.37768,9047607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.31067,14.45153,14.24025,14.36702,86200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.75,534.75,519.25,520.5,52607.0,6832.8,6855.9004,6790.0996,6852.4,611915000.0,2050.42,2057.62,2040.97,2057.09,3465760000.0,17285.71,17471.94,17285.71,17468.52,111600000.0
2015-01-27,3389.853,3390.216,3290.219,3352.96,374499.97,115.80003,116.31606,114.34816,115.87,5243900.0,0.0,0.0,0.0,45.13,46.55,44.81,46.23,313141.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.2,1291.7,1277.2,1291.7,20.0,108.88837,109.21898,107.8808,107.99887,1590100.0,0.0,0.0,0.0,142.6566,143.01878,140.67567,140.84567,1942700.0,0.0,0.0,0.0,2.895,3.005,2.888,2.981,55623.0,128.11572,129.00703,127.03282,127.39935,1444900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.29052,58.1556,55.57058,57.57578,11644351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.36702,14.78958,14.36702,14.73324,105500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.5,524.25,517.5,519.0,40915.0,6852.4,6864.9995,6773.5,6811.6,713907000.0,2047.86,2047.86,2019.91,2029.55,3329810000.0,17649.4,17768.41,17633.47,17768.3,139700000.0
2015-01-28,3325.722,3354.802,3294.655,3305.738,301900.0,119.21107,124.10021,118.87871,122.13231,14355100.0,0.0,0.0,0.0,45.83,45.83,44.08,44.45,365440.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.9,1286.8,1285.9,1285.9,180387.0,109.41579,111.7143,107.15663,107.36916,2764700.0,0.0,0.0,0.0,141.79916,143.98708,139.69998,139.88477,1570400.0,0.0,0.0,0.0,2.917,2.93,2.828,2.866,127186.0,128.44055,129.53178,126.6496,126.74957,2019800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68209,57.68209,56.43066,56.49347,6898008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77549,14.78958,14.29659,14.36702,42750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,520.5,503.0,505.25,78409.0,6811.6,6863.0005,6777.1,6825.9004,779603800.0,2032.34,2042.4899,2001.4899,2002.16,4067530000.0,17615.93,17850.59,17615.93,17795.73,141900000.0
2015-01-29,3258.997,3286.786,3234.241,3262.305,274700.0,122.17603,129.6628,122.12356,129.25172,15161700.0,0.0,0.0,0.0,44.43,44.96,43.58,44.53,300732.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.3,1285.4,1251.0,1254.6,67983.0,107.30618,107.71549,104.72427,105.85779,3133200.2,0.0,0.0,0.0,139.89215,142.30919,138.2956,142.28702,2017000.0,0.0,0.0,0.0,2.852,2.924,2.672,2.719,171781.0,128.04071,131.73923,128.04071,131.55597,2239500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.47412,56.5466,55.30966,56.26636,10056145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32476,14.3811,14.08531,14.18391,54750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,512.25,500.75,507.75,76823.0,6825.9004,6825.9004,6750.2,6810.6,704517200.0,2002.45,2024.64,1989.18,2021.2499,4127140000.0,17666.91,17778.83,17575.1,17606.22,140000000.0
2015-01-30,3273.7473,3288.503,3210.308,3210.3628,258300.0,127.88734,128.43837,126.26929,127.14391,11271100.0,0.0,0.0,0.0,44.63,48.35,44.31,48.24,454142.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,1284.3,1257.0,1278.5,8626.0,104.55901,106.35374,104.40157,104.85813,3479800.0,0.0,0.0,0.0,140.26912,141.14871,139.16777,139.2343,2287900.0,0.0,0.0,0.0,2.732,2.733,2.637,2.691,110320.01,130.20653,132.6139,129.89833,130.73965,2361900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.57542,56.16006,55.38698,55.45946,7346106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26842,14.40927,14.11348,14.24025,34250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,511.75,497.0,502.75,67223.0,6810.6,6844.0,6749.4,6749.4,799357300.0,2019.35,2023.32,1993.38,1994.9899,4568650000.0,17788.74,17808.47,17661.1,17674.39,173500000.0
